Item #	Pic File	Name	Value	Equip Stat	Skill Group	Mod1	Mod2	material	ID/Rep/St	Not identified name	Sprite Index	VarA	VarB	Equip X	Equip Y	Random Item Generation By Treasure Level 1 - 6						Notes		
646	item290	Horseshoe	0	N / A	Misc	0	0	5	0	Horseshoe	123	0	0	0	0							This flawless horseshoe is made of silver.  To use, pick the horseshoe up and right-click over a character's portrait.		
647	item291	Dragon Egg	0	N / A	Misc	0	0	1	0	Egg	124	0	0	0	0							Quest Item:  Rough, leathery, and strangely warm, this egg appears nearly ready to hatch.		
648	item292	Lantern of Light	0	N / A	Misc	0	0	4	0	Lantern	125	0	0	0	0							Quest Item:  This lantern shines with a faint, holy light, though no flame appears to be lit inside.		
649	item293	Worn Belt	0	N / A	Misc	0	0	4	0	Belt	126	0	0	0	0							Quest Item:  This belt is worn to the point where it should only last about an hour.  Hopefully, that will be long enough.		
650	item288	Temple in a Bottle	0	N / A	Misc	0	0	1	0	Bottle	127	0	0	0	0							A strangely shaped small building finely crafted inside a glass bottle.  Something about the bottle beckons you inside.  To use, pick the bottle up and click over the picture of your character in the inventory screen.		
651	item295	Arcomage Deck	0	N / A	Misc	0	0	4	0	Deck	128	0	0	0	0							Quest Item: A deck of fancifully drawn cards used for a popular card game.		
652	item209	West Pillar Key	0	N / A	Misc	0	0	6	0	Key	80	0	0	0	0							A small key.		
653	item205	Central Pillar Key	0	N / A	Misc	0	0	6	0	Key	80	0	0	0	0							A small key.		
654	item210	East Pillar Key	0	N / A	Misc	0	0	6	0	Key	80	0	0	0	0							A small key.		
655	item208	Barrow Key	0	N / A	Misc	0	0	6	0	Key	80	0	0	0	0							A small key.		
656	item208	Barrow Key	0	N / A	Misc	0	0	6	0	Key	80	0	0	0	0							A small key.		
657	item208	Barrow Key	0	N / A	Misc	0	0	6	0	Key	80	0	0	0	0							A small key.		
658	item080	Contestant's Shield	300	Shield	Shield	6	1	4	0	Contestant's Shield	23	0	0	60	55							Quest Item:  Blood stains the back side of this battered shield.  The owner must certainly have been killed while using it.		
659	item205	Vault Key	0	N / A	Misc	0	0	6	0	Key	80	0	0	0	0							A small key.		
660	item206	Catherine's Key	0	N / A	Misc	0	0	6	0	Key	80	0	0	0	0							A small key.		
661	item207	Colony Zod Key	0	N / A	Misc	0	0	6	0	Key	80	0	0	0	0							A small key.		
662	item208	Faerie Key	0	N / A	Misc	0	0	6	0	Key	80	0	0	0	0							A small key.		
663	item211	Sewer Key	0	N / A	Misc	0	0	6	0	Key	80	0	0	0	0							Been looking for this?  No wonder it wasn't in the sewers… it was hiding out in Erathia the whole time.		
664	item210	Emerald Is. Teleportal Key	0	N / A	Misc	0	0	6	0	Teleportal Key	80	0	0	0	0							A small key.		
665	item211	Tatalia Teleportal Key	0	N / A	Misc	0	0	6	0	Teleportal Key	80	0	0	0	0							A small key.		
666	item212	Deja Teleportal Key	0	N / A	Misc	0	0	1	0	Teleportal Key	80	0	0	0	0							A small key.		
667	item213	Avlee Teleportal Key	0	N / A	Misc	0	0	1	0	Teleportal Key	80	0	0	0	0							A small key.		
668	item214	Evenmorn Teleportal Key	0	N / A	Misc	0	0	1	0	Teleportal Key	80	0	0	0	0							A small key.		
669	item215	Bracada Teleportal Key	0	N / A	Misc	0	0	1	0	Teleportal Key	80	0	0	0	0							A small key.		
670	item216	Home Key	0	N / A	Misc	0	0	1	0	Teleporter Key	80	0	0	0	0							A small key.		
671	axe4	Snergle's Axe	0	Weapon	Axe	8d4	9	5	0	Axe	7	0	0	0	0							Quest Item:  The finest Dwarven axe ever created in Enroth, Snergle's name is traced in flowing dwarven runes across the blade.		
672	lshield3	Lord Kilburn's Shield	0	Shield	Shield	12	6	4	0	Large Shield	23	0	0	0	0							Quest Item:  This battered shield still bears Kilburn's name etched near the bottom.		
673	item182	Lich Jar Placeholder	0	Mscroll	Misc	0	1	2	0	Message Scroll	135	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
674	item182	Elixir Placeholder	0	Mscroll	Misc	0	1	2	0	Message Scroll	35	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
675	item361	Control Cube	0	N / A	Misc	0	1	2	0	Cube	143	0	0	0	0							Quest Item:  A small black cube of an unidentifiable metal.		
676	item363	Altar Piece	0	N / A	Misc	0	1	2	0	Altar Piece	135	0	0	0	0							Quest Item:  A strange object made of an unfamiliar purplish metal.  It appears to only half complete.		
677	item364	Altar Piece	0	N / A	Misc	0	1	2	0	Altar Piece	135	0	0	0	0							Quest Item:  A strange object made of an unfamiliar purplish metal.  It appears to only half complete.		
678	item182	Final Part Placeholder	0	Mscroll	Misc	0	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
679	item182	Level Design Placeholder	0	Mscroll	Misc	0	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
680	item182	Artifact Placeholder (Elf vs. Human)	0	Mscroll	Misc	0	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
681	item182	Riverstride Plans Placeholder	0	Mscroll	Misc	0	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
682	item182	False Plans Placeholder	0	Mscroll	Misc	0	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
683	item182	Map to Evenmorn Island	0	Mscroll	Misc	0	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
684	item182	Neutral Bow Placeholder	0	Mscroll	Misc	0	1	2	0	Message Scroll	35	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
685	item182	Elf/Human Artifact Placeholder	0	Mscroll	Misc	0	1	2	0	Message Scroll	35	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
686	item353	Iron-laced ore	0	N / A	Misc	0	1	2	0	Lump of Ore	137	0	0	0	0							A small chunk of iron-laced ore.  In the hands of a skilled craftsman, this could make a weapon, an amulet, a ring, armor, or almost any other useful item.		
687	item354	Siertal-laced ore	0	N / A	Misc	0	1	2	0	Lump of Ore	138	0	0	0	0							A small chunk of siertal-laced ore.  Stronger and lighter than steel, in the hands of a skilled craftsman siertal could make an exceptional weapon, an amulet, a ring, armor, or almost any other useful item.		
688	item355	Phylt-laced ore	0	N / A	Misc	0	1	2	0	Lump of Ore	139	0	0	0	0							A small chunk of phylt-laced ore.  Phylt is often used in steel alloys to increase the durability and enchantability of steel.  In the hands of a skilled craftsman phylt could make a weapon, an amulet, a ring, armor, or almost any other useful item.		
689	item356	Kergar-laced ore	0	N / A	Misc	0	1	2	0	Lump of Ore	140	0	0	0	0							A small chunk of kergar-laced ore.  Kergar shares many properties of steel, but is much easier to enchant.  In the hands of a skilled craftsman kergar could easily make a magical weapon, an amulet, a ring, armor, or almost any other item.		
690	item357	Erudine-laced ore	0	N / A	Misc	0	1	2	0	Lump of Ore	141	0	0	0	0							A small chunk of erudine-laced ore.  A rare magical ore found in few regions of Erathia, in the hands of a skilled craftsman erudine could make a powerful weapon, an amulet, a ring, armor, or almost any other item.		
691	item358	Stalt-laced ore	0	N / A	Misc	0	1	2	0	Lump of Ore	142	0	0	0	0							A small chunk of stalt-laced ore.  Easy to enchant and as hard as obsidian, in the hands of a skilled craftsman stalt could make an incredibly powerful weapon, an amulet, a ring, armor, or almost any other item.		
692	item400	Crate of Arrowheads	0	N / A	Misc	0	1	2	0	Crate	144	0	0	0	0							A crate of goods.		
693	item401	Crate of Griffin Feathers	0	N / A	Misc	0	1	2	0	Crate	144	0	0	0	0							A crate of goods.		
694	item402	Crate of Tularean Wood	0	N / A	Misc	0	1	2	0	Crate	144	0	0	0	0							A crate of goods.		
695	item403	Crate of Sand	0	N / A	Misc	0	1	2	0	Crate	144	0	0	0	0							A crate of goods.		
696	item404	Crate of Glass Bottles	0	N / A	Misc	0	1	2	0	Crate	144	0	0	0	0							A crate of goods.		
697	item405	Crate of Enrothian Wine	0	N / A	Misc	0	1	2	0	Crate	144	0	0	0	0							A crate of goods.		
698	item182	Orders from Snergle	0	Mscroll	Misc	0	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
699	item182	Name of Message	0	Mscroll	Misc	0	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
700	item182	Message from Erathia	0	Mscroll	Misc	M1	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
701	item182	Cipher	0	Mscroll	Misc	M2	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
702	item182	Scroll of Waves	0	Mscroll	Misc	M3	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
703	item182	Basic Cryptography	0	Mscroll	Misc	M4	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
704	item182	Message from Mr. Stantley	0	Mscroll	Misc	M5	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
705	item182	Riverstride Plans	0	Mscroll	Misc	M6	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
706	item182	False Riverstride Plans	0	Mscroll	Misc	M7	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
707	item182	Fragment of Soldier's Diary	0	Mscroll	Misc	M8	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
708	item182	Rules of The Gauntlet	0	Mscroll	Misc	M9	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
709	item182	Torn Page	0	Mscroll	Misc	M10	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
710	item182	Remains of a Journal	0	Mscroll	Misc	M11	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
711	item182	Journal Excerpt	0	Mscroll	Misc	M12	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
712	item182	Letter from Archibald	0	Mscroll	Misc	M13	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
713	item182	Letter from Malwick	0	Mscroll	Misc	M14	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
714	item182	Letter from Gavin Magnus	0	Mscroll	Misc	M15	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
715	item182	Journal Fragment	0	Mscroll	Misc	M16	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
716	item182	Letter to Hairbaugh	0	Mscroll	Misc	M17	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
717	item182	Letter from Mr. Stantley	0	Mscroll	Misc	M18	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
718	item182	Journal Entry, 23rd April	0	Mscroll	Misc	M19	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
719	item182	Journal Entry, 30th June	0	Mscroll	Misc	M20	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
720	item182	Excerpt from a Diary	0	Mscroll	Misc	M21	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
721	item182	Letter	0	Mscroll	Misc	M22	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
722	item182	Journal Entry, 11th December	0	Mscroll	Misc	M23	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
723	item182	Orders from Steadwick	0	Mscroll	Misc	M24	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
724	item182	Journal Entry, 2nd January	0	Mscroll	Misc	M25	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
725	item182	Journal Entry, 19th September	0	Mscroll	Misc	M26	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
726	item182	Journal Entry	0	Mscroll	Misc	M27	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
727	item182	Empty Message Scroll	0	Mscroll	Misc	M28	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
728	item182	Bill of Sale	0	Mscroll	Misc	M29	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
729	item182	Saints of Selinas Scroll 1	0	Mscroll	Misc	M30	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
730	item182	Saints of Selinas Scroll 2	0	Mscroll	Misc	M31	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
731	item182	Saints of Selinas Scroll 3	0	Mscroll	Misc	M32	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
732	item182	Saints of Selinas Scroll 4	0	Mscroll	Misc	M33	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
733	item182	Saints of Selinas Scroll 5	0	Mscroll	Misc	M34	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
734	item182	Letter from Xenofex	0	Mscroll	Misc	M35	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
735	item182	Saints of Selinas Scroll 6	0	Mscroll	Misc	M36	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
736	item182	Gatekeeper's Scroll	0	Mscroll	Misc	M37	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
737	item182	Town Portal Pass	0	Mscroll	Misc	M38	1	2	0	Town Portal Pass	77	0	0	0	0							Town Portal Pass.  This pass entitles the bearer to one use of the Erathian town portal pedestals.		
738	item182	Lost Scroll of Wonka	0	Mscroll	Misc	M39	1	2	0	Message Scroll	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
739	item182	Map to Treasure	0	Mscroll	Misc	M40	1	2	0	Map to Panoply	77	0	0	0	0							An encoded map showing the location of Sir Big Daddy Jim's panoply.		
740	item182	Rejuvenation Recipe	500	Mscroll	Misc	M41	1	2	0	Rejuvenation Recipe	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
741	item182	Pure Might Recipe	500	Mscroll	Misc	M42	1	2	0	Pure Might Recipe	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
742	item182	Pure Accuracy Recipe	500	Mscroll	Misc	M43	1	2	0	Pure Accuracy Recipe	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
743	item182	Pure Personality Recipe	500	Mscroll	Misc	M44	1	2	0	Pure Personality Recipe	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
744	item182	Pure Endurance Recipe	500	Mscroll	Misc	M45	1	2	0	Pure Endurance Recipe	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
745	item182	Pure Intellect Recipe	500	Mscroll	Misc	M46	1	2	0	Pure Intellect Recipe	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
746	item182	Pure Speed Recipe	500	Mscroll	Misc	M47	1	2	0	Pure Speed Recipe	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
747	item182	Pure Luck Recipe	500	Mscroll	Misc	M48	1	2	0	Pure Luck Recipe	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
748	item182	Slaying Potion Recipe	500	Mscroll	Misc	M49	1	2	0	Slaying Potion Recipe	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
749	item182	Stone To Flesh Recipe	500	Mscroll	Misc	M50	1	2	0	Stone To Flesh Recipe	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
750	item182	Might Boost Recipe	150	Mscroll	Misc	M51	1	2	0	Might Boost Recipe	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
751	item182	Intellect Boost Recipe	150	Mscroll	Misc	M52	1	2	0	Intellect Boost Recipe	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
752	item182	Personality Boost Recipe	150	Mscroll	Misc	M53	1	2	0	Personality Boost Recipe	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
753	item182	Endurance Boost Recipe	150	Mscroll	Misc	M54	1	2	0	Endurance Boost Recipe	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
754	item182	Speed Boost Recipe	150	Mscroll	Misc	M55	1	2	0	Speed Boost Recipe	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
755	item182	Accuracy Boost Recipe	150	Mscroll	Misc	M56	1	2	0	Accuracy Boost Recipe	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
756	item182	Flaming Potion Recipe	150	Mscroll	Misc	M57	1	2	0	Flaming Potion Recipe	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
757	item182	Freezing Potion Recipe	150	Mscroll	Misc	M58	1	2	0	Freezing Potion Recipe	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
758	item182	Noxious Potion Recipe	150	Mscroll	Misc	M59	1	2	0	Noxious Potion Recipe	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
759	item182	Shocking Potion Recipe	150	Mscroll	Misc	M60	1	2	0	Shocking Potion Recipe	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
760	item182	Swift Potion Recipe	150	Mscroll	Misc	M61	1	2	0	Swift Potion Recipe	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
761	item182	Cure Paralysis Recipe	150	Mscroll	Misc	M62	1	2	0	Cure Paralysis Recipe	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
762	item182	Divine Restoration Recipe	150	Mscroll	Misc	M63	1	2	0	Divine Restoration Recipe	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
763	item182	Divine Cure Recipe	150	Mscroll	Misc	M64	1	2	0	Divine Cure Recipe	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
764	item182	Divine Power Recipe	150	Mscroll	Misc	M65	1	2	0	Divine Power Recipe	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
765	item182	Luck Boost Recipe	150	Mscroll	Misc	M66	1	2	0	Luck Boost Recipe	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
766	item182	Fire Resistance Recipe	150	Mscroll	Misc	M67	1	2	0	Fire Resistance Recipe	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
767	item182	Air Resistance Recipe	150	Mscroll	Misc	M68	1	2	0	Air Resistance Recipe	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
768	item182	Water Resistance Recipe	150	Mscroll	Misc	M69	1	2	0	Water Resistance Recipe	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
769	item182	Earth Resistance Recipe	150	Mscroll	Misc	M70	1	2	0	Earth Resistance Recipe	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
770	item182	Mind Resistance Recipe	150	Mscroll	Misc	M71	1	2	0	Mind Resistance Recipe	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
771	item182	Body Resistance Recipe	150	Mscroll	Misc	M72	1	2	0	Body Resistance Recipe	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
772	item182	Unsigned Contract	0	Mscroll	Misc	M73	1	2	0	Trade Contract (unsigned)	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
773	item182	Signed Contract	0	Mscroll	Misc	M74	1	2	0	Trade Contract (signed)	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
774	item182	Recipe	0	Mscroll	Misc	M75	1	2	0	Recipe	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
775	item182	LG's Proof	0	Mscroll	Misc	M76	1	2	0	Proof of BDJ	77	0	0	0	0							A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen.		
776	item182	VORI Password	0	Mscroll	Misc	M77	1	2	0	VORI Password Scroll	77	0	0	0	0							This scroll is badly damaged from moisture and cannot be read.		
777	item182	Empty Message Scroll	0	Mscroll	Misc	M78	1	2	0	Message Scroll	77	0	0	0	0							Description here.		
778	item182	Empty Message Scroll	0	Mscroll	Misc	M79	1	2	0	Message Scroll	77	0	0	0	0							Description here.		
779	item182	Empty Message Scroll	0	Mscroll	Misc	M80	1	2	0	Message Scroll	77	0	0	0	0							Description here.		
780	item182	Empty Message Scroll	0	Mscroll	Misc	M81	1	2	0	Message Scroll	77	0	0	0	0							Description here.		
781	null	Beauty Creme	0	0	0	0	0	0	0	_quest/misc781	0	0	0	0	0							Description here.		
782	item192	Journal of Experiments	0	Book	Misc	0	1	3	14	Journal of Experiments	78	0	0	0	0							A journal written in Mage shorthand detailing experiments to produce 'the Ultimate Combat Instrument'.		
783	null	_quest/misc783	0	0	0	0	0	0	0	_quest/misc783	0	0	0	0	0							Description here.		
784	null	_quest/misc784	0	0	0	0	0	0	0	_quest/misc784	0	0	0	0	0							Description here.		
785	null	_quest/misc785	0	0	0	0	0	0	0	_quest/misc785	0	0	0	0	0							Description here.		
786	null	_quest/misc786	0	0	0	0	0	0	0	_quest/misc786	0	0	0	0	0							Description here.		
787	null	_quest/misc787	0	0	0	0	0	0	0	_quest/misc787	0	0	0	0	0							Description here.		
788	null	_quest/misc788	0	0	0	0	0	0	0	_quest/misc788	0	0	0	0	0							Description here.		
789	null	_quest/misc789	0	0	0	0	0	0	0	_quest/misc789	0	0	0	0	0							Description here.		
790	null	_quest/misc790	0	0	0	0	0	0	0	_quest/misc790	0	0	0	0	0							Description here.		
791	null	_quest/misc791	0	0	0	0	0	0	0	_quest/misc791	0	0	0	0	0							Description here.		
792	null	_quest/misc792	0	0	0	0	0	0	0	_quest/misc792	0	0	0	0	0							Description here.		
793	null	_quest/misc793	0	0	0	0	0	0	0	_quest/misc793	0	0	0	0	0							Description here.		
794	null	_quest/misc794	0	0	0	0	0	0	0	_quest/misc794	0	0	0	0	0							Description here.		
795	null	_quest/misc795	0	0	0	0	0	0	0	_quest/misc795	0	0	0	0	0							Description here.		
796	null	_quest/misc796	0	0	0	0	0	0	0	_quest/misc796	0	0	0	0	0							Description here.		
797	null	_quest/misc797	0	0	0	0	0	0	0	_quest/misc797	0	0	0	0	0							Description here.		
798	null	_quest/misc798	0	0	0	0	0	0	0	_quest/misc798	0	0	0	0	0							Description here.		
799	null	_quest/misc799	0	0	0	0	0	0	0	_quest/misc799	0	0	0	0	0							Description here.		
